SEGMENTO;-;
NOME DA INSTITUICAO;-;
CNPJ;-;
PAIS;Todos;
UF;-;
MUNICIPIO;-;
;
CNPJ;NOME DA INSTITUICAO;ENDERECO;COMPLEMENTO;BAIRRO;CEP;MUNICIPIO;UF;PAIS;DDD;FONE;SITE NA WEB;SITUAÇÃO;
78414067;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA - SICREDI VANGUARDA PR/SP/RJ";"RUA ANDRE DE BARROS, 352";-;"IPÊ";"85720090";"MEDIANEIRA";"PR";"Brasil";-;-;"https://www.sicredi.com.br";"Autorizada em Atividade";
5491616;"COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS";"SEXTA AV. ESQUINA C/ SÉTIMA AV. N- 62 QD.49 LT.01";"----";"CENTRO";"75830092";"MINEIROS";"GO";"Brasil";-;-;-;"Autorizada em Atividade";
1330387;"COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL - CREHNOR";"RUA CORONEL GUILHERME DE PAULA, N° 1111";"COMERCIAL";"CENTRO";"85301220";"LARANJEIRAS DO SUL";"PR";"Brasil";-;-;"https://www.crehnor.coop.br";"Autorizada em Atividade";
2072790;"COOPERATIVA DE ECONOMIA CRÉDITO MÚTUO - SICOOB CREDSAÚDE";"R ALFERES JOSÉ CAETANO, 1339";-;"CENTRO";"13400123";"PIRACICABA";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
30138226;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA";"RUA JOSE CLEMENTE N  94   GRUPO 1604";-;"CENTRO";"24020105";"NITEROI";"RJ";"Brasil";-;-;"https://credicerj.webnode.com/";"Autorizada em Atividade";
141155;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA";"RUA JOAQUIM CAMPOS, 226";-;"ITAUNA";"24461575";"SAO GONCALO";"RJ";"Brasil";-;-;"https://www.coopcredtransrio.com.br";"Autorizada em Atividade";
89280960;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS RANDON";"AVENIDA ABRAMO RANDON  N  770";-;"INTERLAGOS";"95055010";"CAXIAS DO SUL";"RS";"Brasil";-;-;-;"Autorizada em Atividade";
30949267;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE CHOCOLATES GAROTO LTDA. - CREDI-GAROTO";"AV JERONIMO MONTEIRO  1186";"LOJA 04";"GLORIA";"29122720";"VILA VELHA";"ES";"Brasil";-;-;"https://www.credigaroto.coop.br";"Autorizada em Atividade";
42107706;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ELEVADORES ATLAS SCHINDLER LTDA.";"AV. NOSSA SENHORA DE FATIMA, 25";-;"BAIRRO DE FATIMA";"20240050";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.coopschindler.com.br";"Autorizada em Atividade";
31746993;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED";"RUA DR  RAULINO DE OLIVEIRA  67";-;"CENTRO";"29300150";"CACHOEIRO DE ITAPEMIRIM";"ES";"Brasil";-;-;"https://www.sulcred.coop.br";"Autorizada em Atividade";
2447184;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO COLEGIO SANTO INACIO - COESI";"RUA SAO CLEMENTE, 226";"PARTE";"BOTAFOGO";"22260000";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
30586895;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA";"AV. DOUTOR EUGENIO BORGES, 1092";"PARTE";"ARSENAL";"24751000";"SAO GONCALO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
5424088;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS NAS INDUSTRIAS QUIMICAS, FARMACEUTICAS E SIMILARES DA REGIAO METROPOLITANA DO RIO DE JANEIRO LTDA";"RUA AFONSO QUINTAO, 25, LOJA 1";-;"TRINDADE";"24456705";"SAO GONCALO";"RJ";"Brasil";-;-;"https://www.cooperfarquim.com.br";"Autorizada em Atividade";
1062439;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA COMIGO";"AV  PRESIDENTE VARGAS  1878";-;"JARDIM GOIAS";"75903901";"RIO VERDE";"GO";"Brasil";-;-;-;"Autorizada em Atividade";
42258376;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA FMC LTDA";"RODOVIA PRESIDENTE DUTRA N. 2660 (PARTE)";-;"PAVUNA";"21535900";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://no temos";"Autorizada em Atividade";
5331882;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA GKN DO BRASIL LTDA";"RUA JOAQUIM SILVEIRA, 557";-;"SÃO SEBASTIÃO";"91060320";"PORTO ALEGRE";"RS";"Brasil";-;-;-;"Autorizada em Atividade";
3165497;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SANEPAR - CREDISANEPAR";"RUA MOBRAL, 464";-;"JARDIM MARIA LUIZA";"85819505";"CASCAVEL";"PR";"Brasil";-;-;"https://www.credisanepar.com.br/";"Autorizada em Atividade";
2192115;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA VIACAO NOSSA SENHORA DO AMPARO LTDA. - COPERFAMP";"AVENIDA PREFEITO JOAQUIM MENDES  1643";"QD 209 LOTE 1A E 1B";"CENTRO";"24902100";"MARICA";"RJ";"Brasil";-;-;"https://www.coperfamp.com.br";"Autorizada em Atividade";
1551820;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS";"AV ANITA GARIBALDI  861";-;"ORFAS";"84015050";"PONTA GROSSA";"PR";"Brasil";-;-;-;"Autorizada em Atividade";
94433109;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE";"AV  VENANCIO AIRES  988";-;"SANTANA";"90040193";"PORTO ALEGRE";"RS";"Brasil";-;-;"https://www.unicred-rs.com.br";"Autorizada em Atividade";
2853045;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA";"AV. XV DE NOVEMBRO, 500 - SALA 02 - 1. ANDAR";-;"CENTRO";"89600000";"JOACABA";"SC";"Brasil";-;-;-;"Autorizada em Atividade";
90278987;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL";"RUA BOTAFOGO, 1051";"2- ANDAR";"MENINO DEUS";"90150053";"PORTO ALEGRE";"RS";"Brasil";-;-;"https://www.cresal@cresal.coop.br";"Autorizada em Atividade";
29341260;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA";"RUA ALVARO ALVIM  48  9  ANDAR";"SALAS  910 A  913";"CENTRO";"20031010";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
42100982;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA";"AV PRESIDENTE VARGAS  583";"SALA 1205";"CENTRO/RJ";"20071003";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.coopcorreios.com.br";"Autorizada em Atividade";
28885036;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA UERJ LTDA. - COOPUERJ";"RUA FELIPE CAMARAO  37";-;"VILA ISABEL";"20550185";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.coopuerj.com.br";"Autorizada em Atividade";
2910387;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO COLEGIO PEDRO II";"CAMPO DE SAO CRISTOVAO,177,UND.III,3 AND,SL.3-C";-;"SAO CRISTOVAO";"20921440";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.coopcp2.com.br";"Autorizada em Atividade";
2475222;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRAÇÃO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPSERVIDOR ES";"AV  JOAO BATISTA PARRA 673 ED  ENSEADA TOWER";"LOJA 01";"PRAIA DO SUA";"29052123";"VITORIA";"ES";"Brasil";-;-;"https://www.coopfisco.org.br";"Autorizada em Atividade";
1819799;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES MUNICIPAIS DO SUL FLUMINENSE LTDA.";"RUA RUI BARBOSA DE OLIVEIRA, 173";-;"ATERRADO";"27215510";"VOLTA REDONDA";"RJ";"Brasil";-;-;"https://www.coovre.com.br";"Autorizada em Atividade";
3990888;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE PORTO ALEGRE";"AV ALBERTO BINS 325";"SALA 95";"CENTRO HISTORICO";"90030142";"PORTO ALEGRE";"RS";"Brasil";-;-;"https://www.cooperpoa.com.br";"Autorizada em Atividade";
20177390;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES DO GRUPO EMPRESARIAL ITATIAIA LTDA. - COOPERITA";"AV. PADRE ARNALDO JANSEN, 1325";-;"SANTA LUZIA";"36506001";"UBA";"MG";"Brasil";-;-;"https://www.cooperitauba.com.br";"Autorizada em Atividade";
2850075;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES EM CONSELHOS DE FISCALIZACAO PROFISSIONAL NO MUNICIPIO DO RIO DE JANEIRO LTDA.";"RUA ALVARO ALVIM  33 37";"SALA 820";"CENTRO";"20031010";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
3844699;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES PORTUARIOS DA GRANDE VITORIA - CREDESTIVA.";"AVENIDA PRESIDENTE FLORENTINO AVIDOS  411";"LOJA 03";"CENTRO";"29010240";"VITORIA";"ES";"Brasil";-;-;"https://credestiva.coop.br/";"Autorizada em Atividade";
33735192;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA";"AVENIDA PRESIDENTE WILSON,";"147 5 ANDAR";"CASTELO";"20030020";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
5419025;"COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS PROFESSORES ESTADUAIS DA REGIÃO METROPOLITANA DE PORTO ALEGRE - EDUCREDI";"AV GETULIO VARGAS,283";-;"MENINO DEUS";"90150001";"PORTO ALEGRE";"RS";"Brasil";-;-;"https://www.educredi.com.br";"Autorizada em Atividade";
3862898;"COOPERATIVA DE ECONOMIA E CRÉDITO DE LIVRE ADMISSÃO DOS EMPREGADOS DOS CORREIOS LTDA. - SICOOB COOPERCORREIOS";"RUA TUPIS  N  38    20   ANDAR";"EDIFICIO ITAMARATY";"CENTRO";"30190901";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.sicoobcoopercorreios.com.br";"Autorizada em Atividade";
5856736;"COOPERATIVA DE ECONOMIA E CRÉDITO DE LIVRE ADMISSÃO LTDA. - SICOOB EMPRESARIAL";"SIA TRECHO 3  LOTE 225   ED  FIBRA   TERREO";-;"GUARA";"71200030";"BRASILIA";"DF";"Brasil";-;-;"https://www.sicoobempresarial.coop.br";"Autorizada em Atividade";
2869663;"COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PUBLICAS E PRIVADAS NO TERRITÓRIO NACIONAL - CREDBRASIL";"AV. DESEMBARGADOR SANTOS NEVES, 389- SALAS 205";"ED. ESCORT";"PRAIA DO CANTO";"29055721";"VITORIA";"ES";"Brasil";-;-;-;"Autorizada em Atividade";
5667301;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO - COOPERSERV";"AVENIDA BRASIL, 830";-;"CENTRO";"18682060";"LENCOIS PAULISTA";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
8071414;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO - SICOOB COOPERAC";"AV. CARAMURU, 2025";-;"JARDIM SUMARÉ";"14025303";"RIBEIRAO PRETO";"SP";"Brasil";-;-;"https://www.cooperac.com.br";"Autorizada em Atividade";
52935442;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO ALIANÇA - COOPERNITRO";"AV DR JOSE ARTUR  NOVA, 951";-;"S. MIGUEL PAULISTA";"08090000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.coopernitro.com.br";"Autorizada em Atividade";
62912820;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DA SUVINIL COATINGS";"AVENIDA ANGELO DEMARCHI, 123";-;"DEMARCHI";"09844900";"SAO BERNARDO DO CAMPO";"SP";"Brasil";-;-;-;"Autorizada sem Atividade";
2794761;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI";"AV  P  H  ROLFS S N";"EDIFICIO SEDE";"CAMPUS UNIVERSITARIO";"36570000";"VICOSA";"MG";"Brasil";-;-;"https://wwwufvcredi.com.br";"Autorizada em Atividade";
74244344;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO GRUPO BASF";"ESTRADA GALVÃO BUENO, N- 5505";"SALA CREDIBASF";"BATISTINI";"09842080";"SAO BERNARDO DO CAMPO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
94243839;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED PIONEIRA";"RUA PE  ANETO BOGNI  512";-;-;"99260000";"CASCA";"RS";"Brasil";-;-;"https://www.unicred-rs.com.br";"Autorizada em Atividade";
4249235;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS  EMPREGADOS DA TUPY MINAS GERAIS LTDA. E NEMAK ALUMÍNIO DO BRASIL LTDA.";"RUA SENADOR GIOVANNI AGNELLI,230 A 906";-;"DISTR.INDL.PAULO CAM";"32681080";"BETIM";"MG";"Brasil";-;-;"https://www.fundcoop.com.br";"Autorizada em Atividade";
16564240;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS APOSENTADOS, PENSIONISTAS E IDOSOS - SICOOB COOPERNAPI";"RUA DO CARMO  171";-;"SE";"01019020";"SAO PAULO";"SP";"Brasil";-;-;"https://www.coopernapi.org.br";"Autorizada em Atividade";
71502181;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE BELO HORIZONTE E REGIÃO METROPOLITANA LTDA. - COOPEB";"AVENIDA PORTUGAL, 399";-;"JARDIM ATLANTICO";"31550000";"BELO HORIZONTE";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
4158581;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE JUIZ DE FORA LTDA. - COCBAN";"RUA HALFELD , 525";"SALA 605  -  SOLAR - CENTRO COMERCIAL";"CENTRO";"36010001";"JUIZ DE FORA";"MG";"Brasil";-;-;"https://www.cocban.coop.br";"Autorizada em Atividade";
71491609;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE SOROCABA E REGIÃO";"RUA ITAQUERA  N  217";-;"VILA BARAO";"18065590";"SOROCABA";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
1301541;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DO TRIÂNGULO LTDA.";"RUA DUQUE DE CAXIAS, 95 - 1- PISO";"CENTRO";"CENTRO";"38400142";"UBERLANDIA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
53184438;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA CEBRACE";"AV. DO CRISTAL, 540";-;"JARDIM DAS INDUSTRIA";"12311900";"JACAREI";"SP";"Brasil";-;-;"https://www.credicebrace.com.br";"Autorizada em Atividade";
21130869;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA COOPEDER LTDA - COOPCREDER";"AV DOS ANDRADAS 1259";"3- ANDAR";"STA EFIGENIA";"30120016";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.creder.com.br";"Autorizada em Atividade";
20062766;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DO GRUPO EMPRESARIAL A COSTA LTDA.";"ROD. MG-22, KM 105";-;"BARRA DOS COUTOS";"36520000";"VISCONDE DO RIO BRANCO";"MG";"Brasil";-;-;"https://www.coopercredpifpaf.coop.br";"Autorizada em Atividade";
92825397;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ELETRICITÁRIOS E DOS TRABALHADORES DAS EMPRESAS DO SETOR DE ENERGIA - COOPCRECE";"AVENIDA PRINCESA ISABEL, 636";"707-708";"SANTANA";"90620000";"PORTO ALEGRE";"RS";"Brasil";-;-;"https://www.coopcrece.com.br";"Autorizada em Atividade";
21597133;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA BECTON DICKINSON INDÚSTRIAS CIRÚRGICAS LTDA., LTDA.";"AV. PRESIDENTE JUSCELINO KUBITSCHEK, 273";-;"FRANCISCO BERNARDINO";"36081000";"JUIZ DE FORA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
18140913;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CBMM LTDA.";"CORREGO DA MATA S N";-;-;"38183903";"ARAXA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
17502881;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CEMIG E DAS INDÚSTRIAS METALÚRGICAS E DE MATERIAL ELÉTRICO E DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JUIZ DE FORA LTDA. - SICOOB CECREMEC";"RUA CURITIBA  786";"7  ANDAR";"CENTRO";"30170120";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.cecremec.com.br";"Autorizada em Atividade";
8850613;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CENTRAIS ELÉTRICAS DE SANTA CATARINA - CREDELESC";"AVENIDA HERCILIO LUZ  N  639";"3  ANDAR  SALAS 309 E 311";"CENTRO";"88020000";"FLORIANOPOLIS";"SC";"Brasil";-;-;"https://www.credelesc.coop.br";"Autorizada em Atividade";
30304919;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CNC, SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA.";"AV AYRTON SENNA 5555";"BLOCO A   1  PISO";"BARRA DA TIJUCA";"22775004";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.coopcncsescsenac.com.br";"Autorizada em Atividade";
54335401;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COMPANHIA BRASILEIRA DE ALUMÍNIO";"RUA JOSE CERIONI, 21";-;"CENTRO";"18125000";"ALUMINIO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
59305565;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CONFAB";"AV DR GASTAO VIDIGAL NETO, 475";-;"CIDADE NOVA";"12414020";"PINDAMONHANGABA";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
73077398;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON";"RUA CLARK, N 2061";-;"MACUCO";"13279400";"VALINHOS";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
3400651;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA SUPERMERCADOS JAU SERVE - COOPERJS";"AVENIDA JOAO SANZOVO  1401";-;"DISTRITO INDUSTRIAL";"17206220";"JAU";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
2738981;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA FUNDAÇÃO ARTHUR BERNARDES LTDA. - COOFAB";"FUNDACAO ARTHUR BERNARDES  EDIFICIO SEDE";"S N";"CAMPUS DA UFV";"36570900";"VICOSA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
18340695;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA DE PAPÉIS SUDESTE LTDA . - CREDESTE";"AV  ANTONIO SIMAO FIRJAN  1265";-;"DISTRITO INDUSTRIAL";"36092000";"JUIZ DE FORA";"MG";"Brasil";-;-;"https://www.credeste.coop.br";"Autorizada em Atividade";
28244622;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOLIMODE ROUPAS E EMPRESAS COLIGADAS LTDA";"RUA FERNANDES DA CUNHA  326   PARTE";-;"VIGARIO GERAL";"21241300";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.coopjolimoderoupas.com.br";"Autorizada em Atividade";
47944277;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOYSON SAFETY SYSTEMS - COOPERJSS";"ROD D GABRIEL PAULINO BUENO COUTO  KM  66";-;"B  MEDEIROS";"13212240";"JUNDIAI";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
913314;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM";"PRAÇA LOUIS ENSCH, 240";-;"CIDADE INDUSTRIAL";"32210050";"CONTAGEM";"MG";"Brasil";-;-;"https://www.cecrem.com.br/";"Autorizada em Atividade";
62795257;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONDELEZ BRASIL E PHILIP MORRIS BRASIL - SICOOB COOPMOND";"AV  PEDROSO DE MORAIS , NR 517";"5  ANDAR - CJ 51";"PINHEIROS";"05419000";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
17607375;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DE UBERABA - COPERURA LTDA.";"PRAÇA RUI BARBOSA, 300";"SALA 107";"CENTRO";"38010240";"UBERABA";"MG";"Brasil";-;-;"https://www.coperura.com.br";"Autorizada em Atividade";
968834;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DO BRASIL - COCRESGO LTDA.";"RUA CORONEL AFONSO PARANHOS, 534-A";-;"CENTRO";"75701470";"CATALAO";"GO";"Brasil";-;-;-;"Autorizada em Atividade";
57545436;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA NOVELIS";"RUA FELIPE CAMARAO  414";-;"UTINGA";"09220902";"SANTO ANDRE";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
42445122;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO E EMPREGADOS EM ESTABELECIMENTOS PRIVADOS DE ENSINO DO MUNICÍPIO DO RIO DE JANEIRO LTDA.";"RUA MARQUES DE SAO VICENTE, 225";"CASA 14 - PARTE";"GAVEA";"22453900";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
67031757;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PRODAM/SP - CREDIPRODAM";"RUA LIBERO BADARÓ, 425";"EDIFÍCIO GRANDE SÃO PAULO - 1 ANDAR";"CENTRO";"01009905";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
88043187;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PROLEC GE BRASIL TRANSMISSÃO DE ENERGIA S.A.";"AV. GUILHERME SCHELL, 11500";-;-;"92420000";"CANOAS";"RS";"Brasil";-;-;-;"Autorizada em Atividade";
44223196;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER";"RODOVIA RAPOSO TAVARES 8015";-;"VILA JAGUARE";"05577900";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
48140925;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO - DIVISÃO VIDRO PLANO";"R RUI BARBOSA, 391";-;"CENTRO";"09390000";"MAUA";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
20622809;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM";"RUA PARAIBA,1122 - 10 ANDAR";-;"FUNCIONARIOS";"30130918";"BELO HORIZONTE";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
2588819;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA UNIÃO MARISTA DO BRASIL E SUAS ASSOCIADAS, PROVÍNCIA MARISTA BRASIL CENTRO-NORTE E UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA.";"RUA PADRE ODORICO 128 SALA 405 406";-;"SAO PEDRO";"30330040";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.coomar.coop.br";"Autorizada em Atividade";
68969625;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS CONTROLADAS E COLIGADAS DA USINA SANTA ADELIA - USAGRO";"RODOVIA SP 326  KM 332 FAZ STA  ADELIA (PARTE";-;"RURAL";"14870970";"JABOTICABAL";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
68314921;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE DIVERSÕES DO ESTADO DE SÃO PAULO";"RUA PROFESSOR CLEMENTE PASTORE, 52";-;"LAPA";"05038120";"SAO PAULO";"SP";"Brasil";-;-;"https://cooperparques.com.br/";"Autorizada em Atividade";
57563728;"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DO GRUPO ECONÔMICO RHODIA - CREDIRHODIA";"AVENIDA DOUTOR ROBERTO MOREIRA, 5005";-;"PARQUE DOS PÁSSAROS";"13148914";"PAULINIA";"SP";"Brasil";-;-;"https://www.credirhodiabrasil.com.br";"Autorizada em Atividade";
